x y 
  3.397   	 5.305   	
 -5.829   	 3.143   	
 -0.4198  	-0.3213  	
 -7.413   	-3.809   	
 -9.589   	 0.9427  	
  1.909   	-1.609   	
 -3.073   	 4.327   	
 -5.285   	-4.295   	
  2.377   	 3.633   	
 -2.273   	 2.727   	
 -5.914   	-0.5944  	
 -5.061   	-2.700   	
 -3.785   	 2.608   	
 -9.030   	-2.600   	
 -8.376   	 3.958   	
 -1.376   	 0.9402  	
 -3.096   	-6.833   	
 -9.002   	-1.157   	
 -2.580   	-2.005   	
 -3.985   	 5.067   	
  2.755   	 1.304   	
 -5.730   	 0.04870 	
 -4.722   	 1.555   	
 -0.6478  	-2.661   	
 -2.230   	 1.591   	
 -2.016   	 3.334   	
  0.05580 	 2.215   	
 -3.073   	 0.4372  	
 -2.593   	-4.851   	
 -7.017   	 4.038   	
 -3.130   	 5.150   	
 -2.298   	 0.02936 	
 -5.249   	 5.094   	
 -2.028   	 4.836   	
 -1.817   	 0.4387  	
 -0.3902  	-1.460   	
 -4.864   	-3.167   	
 -3.713   	-4.569   	
  2.499   	 2.889   	
 -6.064   	-1.345   	
 -4.408   	 4.940   	
 -0.08101 	 3.282   	
 -4.777   	 4.677   	
 -0.7641  	-2.360   	
 -3.672   	-2.370   	
 -4.388   	-3.191   	
  0.6728  	-0.6331  	
  0.3032  	-1.695   	
  2.532   	-0.7494  	
  1.332   	 2.746   	
 -5.567   	-4.667   	
 -7.066   	-2.270   	
 -1.373   	 4.215   	
 -6.948   	-3.776   	
 -6.188   	 0.4249  	
 -2.748   	-0.05504 	
 -2.427   	-2.680   	
 -5.485   	 1.836   	
 -5.811   	 2.181   	
 -2.721   	 1.615   	
  2.264   	 0.7790  	
 -4.371   	-0.8259  	
 -1.675   	 3.506   	
 -9.838   	 2.847   	
 -2.345   	 0.1332  	
 -2.779   	 3.268   	
 -7.657   	 4.076   	
 -0.7466  	-0.6677  	
 -0.3315  	-2.629   	
 -0.7740  	 2.871   	
 -2.880   	 2.716   	
  1.664   	-1.228   	
 -0.1978  	 1.106   	
 -7.003   	 2.966   	
 -4.865   	-5.491   	
 -6.380   	 2.886   	
 -6.846   	 2.555   	
  1.412   	-0.1134  	
 -1.060   	 0.5798  	
 -3.361   	-2.947   	
 -7.853   	-4.428   	
 -6.505   	-2.363   	
 -0.8678  	-4.085   	
  1.088   	 2.212   	
 -2.734   	-0.7336  	
 -4.687   	 4.096   	
 -7.327   	 6.975   	
 -5.749   	-3.530   	
 -0.2597  	-4.267   	
 -1.461   	-4.254   	
  0.6457  	-4.274   	
 -2.360   	 4.265   	
 -6.391   	 0.2299  	
 -5.385   	 3.343   	
 -2.644   	 1.290   	
 -2.384   	 4.736   	
 -5.589   	 2.131   	
 -7.052   	 0.03963 	
 -4.571   	-2.271   	
 -3.635   	-3.286   	
 -3.709   	 3.819   	
  2.796   	-5.324   	
 -2.625   	-3.731   	
 -3.300   	-1.496   	
 -4.900   	-1.374   	
 -7.068   	 0.4631  	
 -0.1923  	-4.118   	
 -2.153   	 1.713   	
 -0.9247  	 4.506   	
 -0.5890  	-5.370   	
  1.707   	 0.9440  	
 -1.678   	 1.329   	
 -5.517   	 0.8547  	
 -0.4126  	 2.324   	
 -8.740   	-3.133   	
  0.6985  	 1.878   	
 -2.319   	-1.422   	
 -3.587   	-4.645   	
 -6.692   	-2.757   	
 -2.143   	-2.614   	
 -3.127   	-3.965   	
 -8.893   	-2.239   	
 -2.759   	-1.690   	
 -5.301   	 3.711   	
 -2.459   	 0.1665  	
 -3.233   	-0.03055 	
  2.395   	 1.317   	
 -5.214   	-0.09474 	
  0.5338  	-3.897   	
 -3.310   	-0.5895  	
 -8.504   	-1.436   	
 -1.392   	-1.110   	
 -4.344   	-1.484   	
 -2.400   	 3.928   	
  0.4501  	 3.773   	
 -5.167   	 4.061   	
  0.2206  	-4.191   	
 -7.458   	 4.618   	
 -4.640   	-3.843   	
 -2.670   	-1.401   	
  0.9986  	-3.447   	
  0.5649  	 2.636   	
 -7.393   	 2.175   	
 -4.631   	-5.546   	
 -0.4201  	 1.929   	
 -1.691   	 4.779   	
 -1.720   	 2.904   	
  2.035   	 4.488   	
 -3.785   	-1.112   	
 -5.783   	 4.380   	
  1.787   	-3.707   	
  0.7897  	-6.639   	
 -5.101   	 1.393   	
 -3.644   	-1.812   	
 -5.210   	-0.2842  	
  0.1226  	 5.318   	
 -6.757   	-4.639   	
 -7.949   	-0.8267  	
 -2.163   	-1.073   	
 -2.729   	-4.113   	
  0.8755  	 4.494   	
 -3.204   	 1.192   	
  2.524   	-1.236   	
 -2.516   	 0.2759  	
 -1.418   	-1.134   	
 -2.757   	 2.581   	
 -8.513   	-2.216   	
 -4.087   	-1.279   	
 -1.332   	-6.434   	
 -2.408   	 4.402   	
 -6.386   	-3.597   	
 -4.008   	 2.219   	
 -3.416   	 4.608   	
  2.007   	 3.060   	
 -3.191   	 0.9266  	
  2.756   	 0.1148  	
 -0.4299  	 1.002   	
 -0.1903  	-5.585   	
 -8.039   	-2.289   	
 -6.539   	 4.433   	
 -7.313   	 0.1796  	
 -3.841   	-2.519   	
  0.3735  	 3.879   	
 -3.376   	-1.751   	
 -5.150   	-4.401   	
 -1.537   	-1.364   	
  3.946   	-0.5124  	
 -1.151   	-1.265   	
 -3.846   	 2.322   	
  0.3832  	-2.782   	
 -2.551   	 4.163   	
  3.881   	-0.8730  	
 -5.892   	 1.859   	
 -1.183   	 2.562   	
 -5.156   	-0.1155  	
 -7.782   	 4.092   	
 -8.117   	-3.370   	

