x y 
  1.046   	-1.405   	
  5.009   	-0.9288  	
 -0.6808  	 6.277   	
  0.9657  	 2.835   	
  3.483   	-3.197   	
 -0.7618  	 2.668   	
  5.185   	 3.791   	
  7.073   	-1.557   	
  9.707   	 0.6270  	
  8.632   	-2.508   	
 -0.7592  	-3.235   	
  2.910   	 1.186   	
  4.974   	-3.980   	
  3.459   	 3.123   	
 -0.6540  	-0.6305  	
  8.105   	-4.930   	
  3.756   	 4.344   	
  3.477   	-4.016   	
  4.567   	 1.118   	
  6.130   	 3.638   	
  2.711   	 4.098   	
 -0.3079  	 4.156   	
 -0.1059  	 1.663   	
  1.336   	-1.626   	
 -1.633   	 2.961   	
  2.252   	-0.8055  	
  0.1567  	-3.451   	
 -0.6593  	 1.157   	
  3.728   	 3.396   	
  5.948   	-0.5210  	
  5.766   	-3.103   	
  0.5237  	-0.8622  	
  0.08932 	-5.621   	
 -1.137   	 0.2630  	
  2.967   	 4.637   	
  3.657   	 7.235   	
  7.255   	 1.234   	
  5.104   	 0.4547  	
 -1.064   	-2.525   	
 -0.6075  	-1.784   	
  2.642   	-2.822   	
  3.060   	 2.080   	
  2.972   	-4.558   	
  3.692   	 4.664   	
  3.495   	-0.3237  	
 -0.2591  	-1.341   	
  3.389   	-5.777   	
 -0.1280  	 2.098   	
  5.403   	 0.2302  	
  3.383   	 1.436   	
  5.808   	-1.379   	
 -0.4756  	 1.131   	
  8.283   	-3.110   	
  0.1972  	-3.128   	
  7.925   	 0.5081  	
 -2.246   	-4.631   	
 -1.384   	-0.7756  	
  7.705   	 1.127   	
  0.2580  	-4.261   	
  3.315   	-1.757   	
 -2.401   	 2.757   	
  1.830   	-1.538   	
 -4.319   	 1.016   	
  6.234   	 3.167   	
 -2.941   	 3.210   	
  0.1957  	-3.246   	
  2.692   	 1.784   	
  4.202   	-6.536   	
 -2.740   	-0.4290  	
  3.675   	 1.566   	
  6.676   	 2.492   	
  4.246   	 4.726   	
  7.601   	 0.5963  	
  7.243   	 5.954   	
  5.391   	 1.619   	
  6.994   	 0.1563  	
  1.028   	-3.913   	
  9.243   	 0.9949  	
  6.559   	 3.407   	
  5.812   	-2.450   	
  4.411   	 0.3397  	
 -2.705   	 0.9778  	
  8.504   	-0.5443  	
  4.728   	-0.02518 	
  11.49   	 1.222   	
  1.999   	-0.08253 	
  4.830   	 5.684   	
  4.880   	-1.904   	
  5.140   	 2.346   	
  0.5829  	 1.023   	
  4.226   	 4.202   	
  1.776   	-2.239   	
 -0.1894  	 1.769   	
  3.120   	-6.771   	
  5.870   	 2.260   	
  0.2069  	-1.812   	
  4.396   	-4.465   	
 -1.967   	 2.985   	
  8.124   	 2.969   	
  6.424   	-2.178   	
  7.594   	-2.861   	
  4.271   	-0.7319  	
 -1.759   	 1.622   	
  4.426   	-2.026   	
  1.539   	 3.111   	
  0.1235  	-5.082   	
  2.353   	 1.423   	
  4.295   	-4.556   	
  3.288   	-1.003   	
  6.720   	 2.580   	
 -2.286   	-4.413   	
  1.316   	-4.101   	
 -2.445   	-2.259   	
  5.618   	-2.840   	
 -1.963   	-0.3499  	
 -1.627   	 1.318   	
 -2.189   	 1.455   	
  5.718   	-3.600   	
  9.426   	 2.225   	
 -0.1010  	-2.098   	
  2.596   	 1.473   	
  3.169   	-3.005   	
 -0.1491  	-2.407   	
  0.3179  	 4.490   	
 -2.275   	-0.1832  	
  1.388   	 1.056   	
  0.7921  	-0.7244  	
 -0.1431  	 0.05727 	
  3.571   	-3.160   	
  5.217   	 1.475   	
  2.668   	-5.556   	
 -2.230   	-2.607   	
  7.944   	-0.4832  	
 -0.8261  	 2.179   	
 -0.8272  	 3.672   	
  4.226   	 0.9195  	
  5.859   	 0.4388  	
  8.640   	-2.191   	
 -0.3861  	 3.073   	
  5.881   	-3.741   	
  5.447   	-0.6091  	
  4.292   	 1.565   	
  3.076   	-0.9895  	
  9.220   	 2.447   	
 -1.093   	 1.308   	
  6.141   	-0.7677  	
  6.171   	-1.650   	
  0.08336 	-1.271   	
  1.912   	 0.8179  	
  3.480   	 0.2476  	
  2.372   	 1.287   	
  4.594   	 0.2109  	
  6.125   	 5.238   	
  6.497   	 0.9983  	
  2.694   	-2.263   	
  4.742   	-3.715   	
  10.44   	 1.250   	
  5.139   	 7.372   	
  5.408   	 2.723   	
 -2.284   	-0.08006 	
  4.616   	 0.4904  	
  3.878   	-5.011   	
  8.546   	 2.544   	
  5.742   	-2.870   	
  5.278   	-0.3890  	
  1.560   	 0.7840  	
  0.7069  	 1.795   	
 -2.045   	-0.7792  	
  2.726   	-1.302   	
  5.775   	-0.7350  	
  6.275   	-4.399   	
  2.865   	-3.702   	
  2.697   	 2.178   	
 -1.305   	-4.473   	
  3.585   	-2.816   	
 -2.839   	 3.000   	
 -0.09202 	 1.484   	
  4.743   	 2.728   	
  8.516   	-0.09521 	
  3.822   	-3.193   	
  2.203   	 2.939   	
  1.971   	-0.6315  	
  4.079   	-2.132   	
 -1.627   	-1.949   	
  5.700   	 0.8431  	
  1.167   	 1.147   	
  4.191   	 4.277   	
  0.6744  	-4.812   	
  0.9367  	 5.637   	
  2.130   	 5.245   	
  6.104   	 4.075   	
  1.731   	-4.292   	
  5.065   	 6.355   	
  6.480   	-3.306   	
  3.733   	-4.680   	
  3.187   	 6.220   	
  5.911   	-1.259   	

