 -1.522   	-0.7823  	 3.242e-86	
  0.3819  	-1.309   	 5.637e-38	
 -3.903   	-3.394   	 1.433e-153	
  0.8424  	-1.549   	 2.553e-260	
 -5.586   	 2.809   	 3.242e-86	
 -2.015   	-0.2436  	 5.049e-38	
 -5.098   	-2.954   	 1.207e-153	
 -6.971   	 3.362   	 2.553e-260	
 -4.302   	-5.756   	 3.242e-86	
 -6.580   	-0.1972  	 4.272e-33	
 -3.958   	-0.6592  	 1.918e-76	
 -7.202   	-4.189   	 2.553e-260	
 -0.5296  	 2.656   	 3.242e-86	
 -1.276   	 1.102   	 1.369e-71	
 -6.849   	-1.119   	 1.731e-153	
 -1.519   	-5.816   	 2.553e-260	
 -6.407   	-5.393   	 3.242e-86	
  1.049   	-3.815   	 1.916e-76	
 -5.844   	 4.976   	 4.757e-38	
 -2.037   	-6.082   	 2.553e-260	
 -2.074   	 3.488   	 3.242e-86	
 -0.5522  	 2.935   	 3.693e-57	
 -2.419   	-4.564   	 1.732e-153	
 -7.098   	 1.615   	 2.553e-260	
  0.1251  	-2.394   	 3.242e-86	
 -6.655   	-5.211   	 4.755e-38	
 -6.220   	 0.7798  	 1.583e-153	
  0.9490  	-2.482   	 2.553e-260	
 -2.120   	-4.944   	 3.242e-86	
 -2.014   	 4.544   	 1.570e-76	
 -3.446   	-2.211   	 1.880e-153	
 -1.050   	 2.649   	 2.553e-260	
 -1.419   	-0.1527  	 3.242e-86	
  0.4083  	 0.06276 	 9.049e-43	
 -5.285   	-1.512   	 1.581e-153	
 -2.690   	-3.761   	 2.553e-260	
 -4.364   	 4.266   	 3.242e-86	
 -6.774   	 1.792   	 7.485e-67	
 -4.198   	 5.097   	 1.507e-153	
 -5.992   	-1.675   	 2.553e-260	
  1.224   	 0.1426  	 3.242e-86	
 -3.075   	 3.031   	 1.654e-47	
 -5.236   	 1.582   	 1.656e-153	
 -3.353   	 1.478   	 2.553e-260	
 -0.3886  	 3.749   	 3.242e-86	
 -8.358   	 1.018   	 4.079e-33	
 -6.663   	-2.241   	 1.431e-153	
 -3.895   	-1.799   	 2.553e-260	
 -1.354   	-5.187   	 3.242e-86	
 -5.253   	-4.484   	 2.088e-76	
 -1.671   	 5.781   	 1.209e-153	
 -1.649   	-0.4224  	 2.553e-260	
 -4.988   	 4.555   	 3.242e-86	
 -0.9583  	-1.421   	 1.244e-47	
  0.1890  	-6.273   	 1.805e-153	
 -3.136   	-3.359   	 2.553e-260	
 -2.563   	 6.101   	 3.242e-86	
 -8.136   	 4.074   	 5.635e-62	
 -3.326   	-2.120   	 1.655e-153	
 -2.159   	 3.852   	 2.553e-260	
 -8.556   	 0.4538  	 3.242e-86	
 -1.859   	 0.9937  	 2.002e-76	
 -5.668   	-0.2056  	 1.210e-153	
 -9.287   	 0.4869  	 2.553e-260	
 -1.499   	-0.6219  	 3.242e-86	
 -2.016   	-1.957   	 1.084e-42	
  1.591   	-1.081   	 1.210e-153	
  0.9839  	-0.3231  	 2.553e-260	
 -4.432   	-2.382   	 3.242e-86	
 -4.258   	-0.5193  	 9.498e-43	
 -0.3950  	 0.5977  	 1.880e-153	
 -4.494   	-0.4078  	 2.553e-260	
 -5.492   	 1.955   	 3.242e-86	
 -4.003   	-3.947   	 3.852e-57	
 -5.905   	 0.4738  	 1.880e-153	
 -4.515   	-1.700   	 2.553e-260	
 -5.684   	 1.212   	 3.242e-86	
  1.660   	 1.323   	 1.570e-76	
 -2.499   	 1.464   	 1.657e-153	
 -3.501   	 1.321   	 2.553e-260	
 -6.766   	-4.458   	 3.242e-86	
 -6.097   	-3.147   	 1.255e-71	
  2.077   	 3.606   	 2.901e-57	
 -5.722   	-0.1531  	 2.553e-260	
 -5.548   	-7.148   	 3.242e-86	
 -4.069   	 1.456   	 3.694e-33	
 -0.9732  	 0.04665 	 1.582e-153	
  0.3755  	-0.1840  	 2.553e-260	
  1.958   	-5.017   	 3.242e-86	
 -2.715   	-1.208   	 7.485e-67	
  2.766   	 0.2434  	 1.359e-153	
 -4.613   	 3.575   	 2.553e-260	
  1.070   	-3.365   	 3.242e-86	
 -1.156   	-1.458   	 9.946e-43	
 -1.706   	-5.739   	 1.210e-153	
 -0.8893  	-0.8134  	 2.553e-260	
  1.024   	 4.141   	 3.242e-86	
 -4.895   	 3.085   	 4.079e-33	
 -2.435   	 5.682   	 1.805e-153	
 -5.972   	-1.945   	 2.553e-260	
 -6.396   	-3.698   	 3.242e-86	
 -3.531   	-0.9254  	 4.011e-57	
 -2.765   	-2.122   	 1.880e-153	
 -6.832   	 2.997   	 2.553e-260	
 -0.6202  	 2.504   	 3.242e-86	
 -0.1482  	-5.353   	 1.312e-71	
 -8.764   	 1.779   	 1.581e-153	
 -4.359   	 4.151   	 2.553e-260	
  1.891   	-2.727   	 3.242e-86	
 -6.368   	-0.4201  	 6.373e-67	
 -1.129   	 1.524   	 4.279e-33	
 -0.1839  	-3.817   	 2.553e-260	
 -5.909   	 3.534   	 3.242e-86	
  0.5527  	 0.6813  	 9.049e-43	
 -3.424   	-4.174   	 1.807e-153	
 -5.690   	 4.910   	 2.553e-260	
  1.717   	-1.439   	 3.242e-86	
 -1.093   	 0.5523  	 2.525e-52	
 -3.493   	-1.182   	 1.284e-153	
 -6.766   	 3.171   	 2.553e-260	
 -2.011   	-2.745   	 3.242e-86	
 -3.764   	-2.533   	 8.152e-43	
  0.6229  	-1.490   	 1.358e-153	
  2.257   	 1.959   	 2.553e-260	
 -5.720   	 4.441   	 3.242e-86	
  0.2515  	 2.150   	 2.002e-76	
  2.706   	 1.194   	 1.506e-153	
 -2.221   	 1.929   	 2.553e-260	
 -5.252   	 1.956   	 3.242e-86	
 -0.5942  	-1.452   	 5.149e-62	
 -0.1189  	 0.06853 	 1.431e-153	
  1.085   	-1.549   	 2.553e-260	
 -3.790   	-5.402   	 3.242e-86	
 -6.723   	-4.612   	 8.227e-67	
 -1.150   	 0.4914  	 1.209e-153	
  2.239   	-3.232   	 2.553e-260	
  0.1656  	-4.884   	 3.242e-86	
 -4.064   	 3.898   	 1.039e-42	
  2.127   	 4.383   	 5.941e-38	
 -2.466   	-0.5907  	 2.553e-260	
  3.192   	-0.1497  	 3.242e-86	
 -5.230   	 3.416   	 2.316e-52	
 -4.775   	 0.1088  	 1.656e-153	
  1.736   	 1.742   	 2.553e-260	
 -4.249   	 0.6593  	 3.242e-86	
 -6.539   	 4.600   	 1.084e-42	
 -5.419   	-4.190   	 1.656e-153	
 -7.223   	-0.9409  	 2.553e-260	
 -5.685   	 0.5573  	 3.242e-86	
  0.5012  	-2.167   	 8.601e-43	
 -3.441   	 6.615   	 1.879e-153	
 -8.245   	 0.3475  	 2.553e-260	
 -2.655   	-2.186   	 3.242e-86	
 -5.523   	-1.933   	 2.578e-57	
 -0.6125  	 3.272   	 1.284e-153	
 -8.716   	 2.770   	 2.553e-260	
 -1.308   	-7.218   	 3.242e-86	
  1.421   	 0.1374  	 2.420e-52	
 -2.503   	 4.077   	 1.431e-153	
 -1.796   	-0.7409  	 2.553e-260	
 -3.466   	 1.700   	 3.242e-86	
 -1.243   	 2.561   	 9.498e-43	
 -5.440   	-1.780   	 1.880e-153	
 -3.465   	 4.859   	 2.553e-260	
 -9.627   	 3.544   	 3.242e-86	
 -2.741   	 1.844   	 1.654e-47	
 -5.695   	 3.011   	 1.208e-153	
 -7.345   	 4.133   	 2.553e-260	
 -6.054   	 3.262   	 3.242e-86	
 -8.958   	 1.957   	 8.601e-43	
 -2.267   	 0.8923  	 0.000   	
 -5.279   	-0.6012  	 0.000   	
  1.013   	 4.639   	 0.000   	
 -4.060   	-0.2980  	 0.000   	
 -6.520   	 1.393   	 0.000   	
 -3.074   	-2.286   	 0.000   	
  2.747   	 1.963   	 0.000   	
 -8.109   	 0.7750  	 0.000   	
 -1.217   	 3.215   	 0.000   	
 -4.752   	-2.000   	 0.000   	
 -3.252   	-6.040   	 0.000   	
 -2.985   	-6.083   	 0.000   	
 -0.2219  	 0.2511  	 0.000   	
 -1.883   	 1.231   	 0.000   	
 -0.9010  	 0.1492  	 0.000   	
  0.8152  	-4.448   	 0.000   	
 -5.715   	 1.391   	 0.000   	
 -9.428   	-1.157   	 0.000   	
 -0.7394  	 6.036   	 0.000   	
 -4.839   	-0.9610  	 0.000   	
 -1.578   	 0.8027  	 0.000   	
 -1.652   	 1.624   	 0.000   	
 -0.7063  	-0.4481  	 0.000   	
 -1.036   	-2.564   	 0.000   	
 -2.945   	 5.954   	 0.000   	
 -1.503   	-5.702   	 0.000   	
 -4.300   	 0.7007  	 0.000   	

