  8.349   	-4.688   	 0.000   	
  1.742   	 4.193   	 0.000   	
  2.616   	 3.900   	 0.000   	
  0.08633 	-1.357   	 0.000   	
 -1.237   	-1.450   	 0.000   	
  9.857   	 1.122   	 0.000   	
  3.351   	 0.6471  	 0.000   	
  2.596   	 5.292   	 0.000   	
  2.249   	 0.2120  	 0.000   	
  4.064   	 0.3596  	 0.000   	
  3.409   	 5.396   	 0.000   	
  5.621   	 3.479   	 0.000   	
 -0.08973 	 5.124   	 0.000   	
  1.733   	-3.764   	 0.000   	
  3.026   	-5.142   	 0.000   	
  3.391   	-5.262   	 0.000   	
  5.162   	-6.465   	 0.000   	
 -1.186   	 2.182   	 0.000   	
  4.758   	 2.710   	 0.000   	
  6.050   	 3.053   	 0.000   	
  6.351   	-0.9415  	 0.000   	
  2.903   	 0.7662  	 0.000   	
  5.300   	-4.588   	 0.000   	
  7.186   	-1.360   	 0.000   	
  3.712   	-3.702   	 0.000   	
  2.466   	-6.411   	 0.000   	
  1.785   	-3.018   	 0.000   	
  4.171   	 1.055   	 0.000   	
  2.507   	-3.771   	 0.000   	
  4.736   	-0.9533  	 0.000   	
  2.028   	 0.7505  	 0.000   	
  8.459   	-1.640   	 0.000   	
  5.478   	-3.378   	 0.000   	
 -1.996   	-3.472   	 0.000   	
  4.568   	 3.598   	 0.000   	
  2.658   	-6.159   	 0.000   	
  0.4097  	-1.147   	 0.000   	
  1.495   	 4.011   	 0.000   	
 -0.5981  	 1.430   	 0.000   	
  6.427   	-0.02103 	 0.000   	
  0.4750  	 4.927   	 0.000   	
 -0.2583  	 1.927   	 0.000   	
  0.5402  	-0.08448 	 0.000   	
  4.289   	-3.673   	 0.000   	
 -0.5611  	-3.848   	 0.000   	
  3.327   	-4.102   	 0.000   	
  5.804   	-0.6073  	 0.000   	
  6.002   	-4.521   	 0.000   	
  4.768   	-3.331   	 0.000   	
  7.981   	 1.071   	 0.000   	
  3.314   	-2.024   	 0.000   	
  3.854   	-5.303   	 0.000   	
  2.343   	-3.480   	 0.000   	
 -0.7131  	-2.534   	 0.000   	
  2.583   	-0.9283  	 0.000   	
 -3.206   	-2.525   	 0.000   	
  2.308   	-2.082   	 0.000   	
  3.085   	-6.268   	 0.000   	
  5.561   	 1.097   	 0.000   	
  7.578   	 4.458   	 0.000   	
  3.991   	 2.437   	 0.000   	
  2.491   	 2.090   	 0.000   	
  5.375   	 4.384   	 0.000   	
 -1.928   	 1.756   	 0.000   	
  2.064   	-2.261   	 0.000   	
  2.786   	-1.366   	 0.000   	
  2.791   	-0.2881  	 0.000   	
 -1.268   	 1.058   	 0.000   	
  0.3314  	 2.286   	 0.000   	
  4.908   	-0.1437  	 0.000   	
  6.392   	 4.676   	 0.000   	
 -3.380   	-0.3441  	 0.000   	
  0.5058  	-1.447   	 0.000   	
  1.218   	 2.595   	 0.000   	
  6.938   	 1.100   	 0.000   	
 -1.868   	 1.452   	 0.000   	
  1.033   	-3.945   	 0.000   	
  4.259   	-2.139   	 0.000   	
 -0.5552  	-1.674   	 0.000   	
 -1.448   	 2.715   	 0.000   	
  2.915   	-1.085   	 0.000   	
  8.288   	-0.04057 	 0.000   	
  6.206   	-2.128   	 0.000   	
 -0.3869  	 3.911   	 0.000   	
  0.7831  	 5.423   	 0.000   	
  6.987   	 0.4717  	 0.000   	
  2.398   	 4.372   	 0.000   	
  8.340   	-1.234   	 0.000   	
  3.463   	-2.853   	 0.000   	
  7.061   	 0.7272  	 0.000   	
  1.928   	 1.860   	 0.000   	
  4.041   	 3.275   	 0.000   	
  7.742   	-2.533   	 0.000   	
  1.329   	-1.891   	 0.000   	
  8.057   	 1.703   	 0.000   	
  6.504   	-4.873   	 0.000   	
  1.006   	-5.054   	 0.000   	
  2.673   	 4.535   	 0.000   	
  4.113   	-6.842   	 0.000   	
 -2.131   	 4.643   	 0.000   	
 -2.351   	-1.620   	 0.000   	
  8.040   	-2.023   	 0.000   	
  1.382   	 4.054   	 0.000   	
  1.552   	 2.771   	 0.000   	
 -0.9748  	-0.8919  	 0.000   	
  5.195   	-0.9742  	 0.000   	
  3.524   	-0.6556  	 0.000   	
  7.036   	-2.918   	 0.000   	
  4.754   	-2.933   	 0.000   	
  4.775   	-1.879   	 0.000   	
 -2.036   	 3.740   	 0.000   	
 -0.4838  	-1.311   	 0.000   	
  2.169   	 3.373   	 0.000   	
  4.729   	-3.838   	 0.000   	
  6.124   	 2.148   	 0.000   	
  3.629   	 5.044   	 0.000   	
 -1.661   	 1.258   	 0.000   	
  1.688   	 0.7003  	 0.000   	
 -1.198   	 1.750   	 0.000   	
  2.913   	-0.07770 	 0.000   	
 -0.4161  	 1.004   	 0.000   	
  5.518   	 1.572   	 0.000   	
  1.769   	 4.822   	 0.000   	
  6.959   	-3.678   	 0.000   	
  1.035   	 5.867   	 0.000   	
  5.610   	-4.710   	 0.000   	
  3.264   	 1.910   	 0.000   	
 -0.2018  	-3.373   	 0.000   	
  2.365   	 1.235   	 0.000   	
  2.271   	-1.384   	 0.000   	
  1.473   	 0.5927  	 0.000   	
  1.273   	 0.6509  	 0.000   	
  0.8991  	 1.186   	 0.000   	
  3.900   	 0.1290  	 0.000   	
  2.949   	 5.188   	 0.000   	
  6.836   	-4.690   	 0.000   	
  0.5460  	 1.050   	 0.000   	
  4.345   	-1.233   	 0.000   	
  8.184   	-0.8118  	 0.000   	
  8.157   	 2.442   	 0.000   	
  4.147   	 2.343   	 0.000   	
  4.809   	-2.608   	 0.000   	
 -0.6008  	 1.454   	 0.000   	
 -0.3033  	-1.731   	 0.000   	
  2.319   	 2.745   	 0.000   	
  1.797   	 5.640   	 0.000   	
  1.967   	 3.498   	 0.000   	
  4.727   	-0.08551 	 0.000   	
  5.585   	-0.02677 	 0.000   	
  0.7400  	-6.842   	 0.000   	
  2.386   	-2.200   	 0.000   	
  8.239   	-0.9694  	 0.000   	
  0.9946  	-1.027   	 0.000   	
  6.196   	 4.470   	 0.000   	
  3.015   	-0.9454  	 0.000   	
  1.504   	 4.911   	 0.000   	
 -0.06437 	-1.422   	 0.000   	
  5.764   	 1.667   	 0.000   	
 -1.113   	-2.967   	 0.000   	
  7.623   	-2.869   	 0.000   	
  1.236   	 0.6149  	 0.000   	
  2.148   	-4.686   	 0.000   	
  5.106   	 5.598   	 0.000   	
  4.813   	-5.820   	 0.000   	
  3.846   	-6.171   	 0.000   	
 -1.838   	-1.806   	 0.000   	
  2.770   	-6.602   	 0.000   	
  5.068   	 4.657   	 0.000   	
  1.481   	 6.269   	 0.000   	
  2.148   	-1.607   	 0.000   	
  3.318   	 6.260   	 0.000   	
  1.999   	 4.730   	 0.000   	
  7.416   	-2.137   	 0.000   	
  1.078   	 4.214   	 0.000   	
 -1.158   	-2.704   	 0.000   	
  3.890   	 1.737   	 0.000   	
  1.668   	-5.399   	 0.000   	
  1.954   	-1.876   	 0.000   	
  1.890   	-1.058   	 0.000   	
  6.012   	 1.198   	 0.000   	
  4.939   	-5.571   	 0.000   	
  3.759   	-5.267   	 0.000   	
  4.414   	-3.975   	 0.000   	
  7.307   	 1.847   	 0.000   	
  1.659   	 2.888   	 0.000   	
 -1.177   	-3.130   	 0.000   	
  4.024   	 5.208   	 0.000   	
  5.576   	 3.070   	 0.000   	
 -1.075   	-3.391   	 0.000   	
  3.644   	 3.612   	 0.000   	
  0.4524  	-3.136   	 0.000   	
  8.827   	 1.839   	 0.000   	
 -4.562   	 1.392   	 0.000   	
  2.075   	-0.5623  	 0.000   	
  7.590   	 2.150   	 0.000   	
  6.389   	-5.423   	 0.000   	
  2.972   	-2.142   	 0.000   	

