x "n = 1" "n = 2" 
  0.000   	 0.000   	 0.000   	
  0.02000 	 0.01999 	 0.01995 	
  0.04000 	 0.03989 	 0.03958 	
  0.06000 	 0.05965 	 0.05859 	
  0.08000 	 0.07916 	 0.07667 	
  0.1000  	 0.09836 	 0.09355 	
  0.1200  	 0.1172  	 0.1089  	
  0.1400  	 0.1355  	 0.1226  	
  0.1600  	 0.1533  	 0.1344  	
  0.1800  	 0.1706  	 0.1440  	
  0.2000  	 0.1871  	 0.1514  	
  0.2200  	 0.2029  	 0.1563  	
  0.2400  	 0.2179  	 0.1588  	
  0.2600  	 0.2320  	 0.1588  	
  0.2800  	 0.2453  	 0.1563  	
  0.3000  	 0.2575  	 0.1514  	
  0.3200  	 0.2688  	 0.1440  	
  0.3400  	 0.2789  	 0.1344  	
  0.3600  	 0.2880  	 0.1226  	
  0.3800  	 0.2960  	 0.1089  	
  0.4000  	 0.3027  	 0.09355 	
  0.4200  	 0.3083  	 0.07667 	
  0.4400  	 0.3127  	 0.05859 	
  0.4600  	 0.3158  	 0.03958 	
  0.4800  	 0.3177  	 0.01995 	
  0.5000  	 0.3183  	 1.033e-06	
  0.5200  	 0.3177  	-0.01995 	
  0.5400  	 0.3158  	-0.03958 	
  0.5600  	 0.3127  	-0.05859 	
  0.5800  	 0.3083  	-0.07667 	
  0.6000  	 0.3027  	-0.09355 	
  0.6200  	 0.2960  	-0.1089  	
  0.6400  	 0.2880  	-0.1226  	
  0.6600  	 0.2789  	-0.1344  	
  0.6800  	 0.2688  	-0.1440  	
  0.7000  	 0.2575  	-0.1514  	
  0.7200  	 0.2453  	-0.1563  	
  0.7400  	 0.2320  	-0.1588  	
  0.7600  	 0.2179  	-0.1588  	
  0.7800  	 0.2029  	-0.1563  	
  0.8000  	 0.1871  	-0.1514  	
  0.8200  	 0.1706  	-0.1440  	
  0.8400  	 0.1533  	-0.1344  	
  0.8600  	 0.1355  	-0.1226  	
  0.8800  	 0.1172  	-0.1090  	
  0.9000  	 0.09836 	-0.09355 	
  0.9200  	 0.07916 	-0.07668 	
  0.9400  	 0.05965 	-0.05859 	
  0.9600  	 0.03989 	-0.03958 	
  0.9800  	 0.01999 	-0.01995 	
  1.000   	 1.297e-07	-2.066e-06	

