  0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	 0.000   	
  0.07846 	 0.06294 	 0.05049 	 0.04050 	 0.03249 	 0.02606 	 0.02090 	 0.01677 	 0.01345 	 0.01079 	 0.008656	 0.006944	 0.005570	 0.004468	 0.003584	 0.002875	 0.002306	 0.001850	 0.001484	 0.001191	 0.0009550	 0.0007661	 0.0006145	 0.0004929	 0.0003954	 0.0003172	 0.0002545	 0.0002041	 0.0001637	 0.0001313	 0.0001054	 8.452e-05	 6.780e-05	 5.438e-05	 4.363e-05	 3.500e-05	 2.807e-05	 2.252e-05	 1.806e-05	 1.449e-05	 1.162e-05	
  0.1564  	 0.1255  	 0.1007  	 0.08075 	 0.06477 	 0.05196 	 0.04168 	 0.03344 	 0.02682 	 0.02152 	 0.01726 	 0.01384 	 0.01111 	 0.008909	 0.007146	 0.005733	 0.004598	 0.003689	 0.002959	 0.002374	 0.001904	 0.001527	 0.001225	 0.0009829	 0.0007884	 0.0006324	 0.0005073	 0.0004070	 0.0003265	 0.0002619	 0.0002101	 0.0001685	 0.0001352	 0.0001084	 8.698e-05	 6.978e-05	 5.597e-05	 4.490e-05	 3.602e-05	 2.889e-05	 2.318e-05	
  0.2334  	 0.1873  	 0.1502  	 0.1205  	 0.09666 	 0.07754 	 0.06220 	 0.04990 	 0.04002 	 0.03211 	 0.02576 	 0.02066 	 0.01657 	 0.01329 	 0.01066 	 0.008555	 0.006862	 0.005505	 0.004416	 0.003542	 0.002841	 0.002279	 0.001828	 0.001467	 0.001177	 0.0009438	 0.0007571	 0.0006073	 0.0004872	 0.0003908	 0.0003135	 0.0002515	 0.0002017	 0.0001618	 0.0001298	 0.0001041	 8.353e-05	 6.700e-05	 5.375e-05	 4.311e-05	 3.459e-05	
  0.3090  	 0.2479  	 0.1988  	 0.1595  	 0.1280  	 0.1026  	 0.08234 	 0.06605 	 0.05298 	 0.04250 	 0.03409 	 0.02735 	 0.02194 	 0.01760 	 0.01412 	 0.01132 	 0.009084	 0.007287	 0.005845	 0.004689	 0.003761	 0.003017	 0.002420	 0.001942	 0.001557	 0.001249	 0.001002	 0.0008039	 0.0006449	 0.0005173	 0.0004150	 0.0003329	 0.0002670	 0.0002142	 0.0001718	 0.0001378	 0.0001106	 8.869e-05	 7.115e-05	 5.707e-05	 4.578e-05	
  0.3827  	 0.3070  	 0.2462  	 0.1975  	 0.1585  	 0.1271  	 0.1020  	 0.08179 	 0.06561 	 0.05263 	 0.04222 	 0.03387 	 0.02717 	 0.02179 	 0.01748 	 0.01402 	 0.01125 	 0.009024	 0.007239	 0.005807	 0.004658	 0.003736	 0.002997	 0.002404	 0.001929	 0.001547	 0.001241	 0.0009956	 0.0007986	 0.0006406	 0.0005139	 0.0004122	 0.0003307	 0.0002653	 0.0002128	 0.0001707	 0.0001369	 0.0001098	 8.811e-05	 7.068e-05	 5.670e-05	
  0.4540  	 0.3642  	 0.2921  	 0.2343  	 0.1880  	 0.1508  	 0.1210  	 0.09703 	 0.07784 	 0.06244 	 0.05009 	 0.04018 	 0.03223 	 0.02585 	 0.02074 	 0.01664 	 0.01335 	 0.01071 	 0.008587	 0.006889	 0.005526	 0.004433	 0.003556	 0.002852	 0.002288	 0.001835	 0.001472	 0.001181	 0.0009474	 0.0007600	 0.0006096	 0.0004890	 0.0003923	 0.0003147	 0.0002524	 0.0002025	 0.0001624	 0.0001303	 0.0001045	 8.385e-05	 6.726e-05	
  0.5225  	 0.4191  	 0.3362  	 0.2697  	 0.2163  	 0.1735  	 0.1392  	 0.1117  	 0.08958 	 0.07186 	 0.05765 	 0.04624 	 0.03709 	 0.02976 	 0.02387 	 0.01915 	 0.01536 	 0.01232 	 0.009883	 0.007928	 0.006360	 0.005102	 0.004092	 0.003283	 0.002633	 0.002112	 0.001695	 0.001359	 0.001090	 0.0008747	 0.0007016	 0.0005628	 0.0004515	 0.0003622	 0.0002905	 0.0002331	 0.0001869	 0.0001500	 0.0001203	 9.650e-05	 7.741e-05	
  0.5878  	 0.4715  	 0.3782  	 0.3034  	 0.2434  	 0.1952  	 0.1566  	 0.1256  	 0.1008  	 0.08084 	 0.06485 	 0.05202 	 0.04173 	 0.03347 	 0.02685 	 0.02154 	 0.01728 	 0.01386 	 0.01112 	 0.008919	 0.007154	 0.005739	 0.004604	 0.003693	 0.002962	 0.002376	 0.001906	 0.001529	 0.001227	 0.0009840	 0.0007893	 0.0006332	 0.0005079	 0.0004074	 0.0003268	 0.0002622	 0.0002103	 0.0001687	 0.0001353	 0.0001086	 8.708e-05	
  0.6494  	 0.5210  	 0.4179  	 0.3352  	 0.2689  	 0.2157  	 0.1730  	 0.1388  	 0.1113  	 0.08932 	 0.07165 	 0.05748 	 0.04611 	 0.03698 	 0.02967 	 0.02380 	 0.01909 	 0.01531 	 0.01228 	 0.009854	 0.007905	 0.006341	 0.005087	 0.004080	 0.003273	 0.002626	 0.002106	 0.001690	 0.001355	 0.001087	 0.0008721	 0.0006996	 0.0005612	 0.0004502	 0.0003611	 0.0002897	 0.0002324	 0.0001864	 0.0001495	 0.0001199	 9.622e-05	
  0.7071  	 0.5672  	 0.4550  	 0.3650  	 0.2928  	 0.2349  	 0.1884  	 0.1511  	 0.1212  	 0.09725 	 0.07801 	 0.06258 	 0.05020 	 0.04027 	 0.03230 	 0.02591 	 0.02079 	 0.01667 	 0.01338 	 0.01073 	 0.008607	 0.006904	 0.005538	 0.004443	 0.003564	 0.002859	 0.002293	 0.001840	 0.001476	 0.001184	 0.0009495	 0.0007617	 0.0006110	 0.0004901	 0.0003932	 0.0003154	 0.0002530	 0.0002030	 0.0001628	 0.0001306	 0.0001048	
  0.7604  	 0.6100  	 0.4893  	 0.3925  	 0.3149  	 0.2526  	 0.2026  	 0.1625  	 0.1304  	 0.1046  	 0.08389 	 0.06730 	 0.05398 	 0.04330 	 0.03474 	 0.02787 	 0.02235 	 0.01793 	 0.01438 	 0.01154 	 0.009255	 0.007425	 0.005956	 0.004778	 0.003832	 0.003074	 0.002466	 0.001978	 0.001587	 0.001273	 0.001021	 0.0008191	 0.0006571	 0.0005271	 0.0004228	 0.0003392	 0.0002721	 0.0002182	 0.0001751	 0.0001404	 0.0001127	
  0.8090  	 0.6490  	 0.5206  	 0.4176  	 0.3350  	 0.2687  	 0.2156  	 0.1729  	 0.1387  	 0.1113  	 0.08926 	 0.07160 	 0.05743 	 0.04607 	 0.03696 	 0.02965 	 0.02378 	 0.01908 	 0.01530 	 0.01228 	 0.009847	 0.007899	 0.006336	 0.005083	 0.004077	 0.003271	 0.002624	 0.002105	 0.001688	 0.001354	 0.001086	 0.0008715	 0.0006991	 0.0005608	 0.0004498	 0.0003609	 0.0002895	 0.0002322	 0.0001863	 0.0001494	 0.0001199	
  0.8526  	 0.6840  	 0.5487  	 0.4401  	 0.3531  	 0.2832  	 0.2272  	 0.1822  	 0.1462  	 0.1173  	 0.09407 	 0.07546 	 0.06053 	 0.04856 	 0.03895 	 0.03125 	 0.02506 	 0.02011 	 0.01613 	 0.01294 	 0.01038 	 0.008325	 0.006678	 0.005357	 0.004297	 0.003447	 0.002765	 0.002218	 0.001779	 0.001427	 0.001145	 0.0009185	 0.0007368	 0.0005910	 0.0004741	 0.0003803	 0.0003051	 0.0002447	 0.0001963	 0.0001575	 0.0001263	
  0.8910  	 0.7147  	 0.5733  	 0.4599  	 0.3689  	 0.2960  	 0.2374  	 0.1904  	 0.1528  	 0.1225  	 0.09830 	 0.07885 	 0.06325 	 0.05074 	 0.04070 	 0.03265 	 0.02619 	 0.02101 	 0.01685 	 0.01352 	 0.01085 	 0.008700	 0.006979	 0.005598	 0.004491	 0.003602	 0.002890	 0.002318	 0.001859	 0.001492	 0.001196	 0.0009598	 0.0007699	 0.0006176	 0.0004954	 0.0003974	 0.0003188	 0.0002557	 0.0002051	 0.0001646	 0.0001320	
  0.9239  	 0.7411  	 0.5945  	 0.4769  	 0.3825  	 0.3069  	 0.2462  	 0.1975  	 0.1584  	 0.1271  	 0.1019  	 0.08176 	 0.06559 	 0.05261 	 0.04220 	 0.03386 	 0.02716 	 0.02179 	 0.01748 	 0.01402 	 0.01125 	 0.009021	 0.007236	 0.005805	 0.004656	 0.003735	 0.002996	 0.002403	 0.001928	 0.001547	 0.001241	 0.0009952	 0.0007983	 0.0006404	 0.0005137	 0.0004121	 0.0003306	 0.0002652	 0.0002127	 0.0001706	 0.0001369	
  0.9511  	 0.7629  	 0.6120  	 0.4909  	 0.3938  	 0.3159  	 0.2534  	 0.2033  	 0.1631  	 0.1308  	 0.1049  	 0.08417 	 0.06752 	 0.05416 	 0.04345 	 0.03485 	 0.02796 	 0.02243 	 0.01799 	 0.01443 	 0.01158 	 0.009286	 0.007449	 0.005975	 0.004793	 0.003845	 0.003084	 0.002474	 0.001985	 0.001592	 0.001277	 0.001024	 0.0008218	 0.0006592	 0.0005288	 0.0004242	 0.0003403	 0.0002730	 0.0002190	 0.0001756	 0.0001409	
  0.9724  	 0.7800  	 0.6257  	 0.5019  	 0.4026  	 0.3230  	 0.2591  	 0.2078  	 0.1667  	 0.1337  	 0.1073  	 0.08606 	 0.06903 	 0.05537 	 0.04442 	 0.03563 	 0.02858 	 0.02293 	 0.01839 	 0.01475 	 0.01184 	 0.009494	 0.007616	 0.006109	 0.004901	 0.003931	 0.003153	 0.002530	 0.002029	 0.001628	 0.001306	 0.001047	 0.0008402	 0.0006740	 0.0005407	 0.0004337	 0.0003479	 0.0002791	 0.0002239	 0.0001796	 0.0001441	
  0.9877  	 0.7923  	 0.6356  	 0.5098  	 0.4090  	 0.3281  	 0.2632  	 0.2111  	 0.1693  	 0.1358  	 0.1090  	 0.08741 	 0.07012 	 0.05625 	 0.04512 	 0.03619 	 0.02903 	 0.02329 	 0.01868 	 0.01499 	 0.01202 	 0.009644	 0.007736	 0.006206	 0.004978	 0.003993	 0.003203	 0.002569	 0.002061	 0.001653	 0.001326	 0.001064	 0.0008535	 0.0006846	 0.0005492	 0.0004405	 0.0003534	 0.0002835	 0.0002274	 0.0001824	 0.0001463	
  0.9969  	 0.7997  	 0.6415  	 0.5146  	 0.4128  	 0.3311  	 0.2656  	 0.2131  	 0.1709  	 0.1371  	 0.1100  	 0.08823 	 0.07077 	 0.05677 	 0.04554 	 0.03653 	 0.02931 	 0.02351 	 0.01886 	 0.01513 	 0.01213 	 0.009734	 0.007808	 0.006263	 0.005024	 0.004030	 0.003233	 0.002594	 0.002080	 0.001669	 0.001339	 0.001074	 0.0008614	 0.0006910	 0.0005543	 0.0004447	 0.0003567	 0.0002861	 0.0002295	 0.0001841	 0.0001477	
  1.000   	 0.8022  	 0.6435  	 0.5162  	 0.4141  	 0.3322  	 0.2664  	 0.2137  	 0.1715  	 0.1375  	 0.1103  	 0.08850 	 0.07099 	 0.05695 	 0.04568 	 0.03665 	 0.02940 	 0.02358 	 0.01892 	 0.01517 	 0.01217 	 0.009764	 0.007832	 0.006283	 0.005040	 0.004043	 0.003243	 0.002602	 0.002087	 0.001674	 0.001343	 0.001077	 0.0008641	 0.0006932	 0.0005560	 0.0004460	 0.0003578	 0.0002870	 0.0002302	 0.0001847	 0.0001482	
  0.9969  	 0.7997  	 0.6415  	 0.5146  	 0.4128  	 0.3311  	 0.2656  	 0.2131  	 0.1709  	 0.1371  	 0.1100  	 0.08823 	 0.07077 	 0.05677 	 0.04554 	 0.03653 	 0.02931 	 0.02351 	 0.01886 	 0.01513 	 0.01213 	 0.009734	 0.007808	 0.006263	 0.005024	 0.004030	 0.003233	 0.002594	 0.002080	 0.001669	 0.001339	 0.001074	 0.0008614	 0.0006910	 0.0005543	 0.0004447	 0.0003567	 0.0002861	 0.0002295	 0.0001841	 0.0001477	
  0.9877  	 0.7923  	 0.6356  	 0.5098  	 0.4090  	 0.3281  	 0.2632  	 0.2111  	 0.1693  	 0.1358  	 0.1090  	 0.08741 	 0.07012 	 0.05625 	 0.04512 	 0.03619 	 0.02903 	 0.02329 	 0.01868 	 0.01499 	 0.01202 	 0.009644	 0.007736	 0.006206	 0.004978	 0.003993	 0.003203	 0.002569	 0.002061	 0.001653	 0.001326	 0.001064	 0.0008535	 0.0006846	 0.0005492	 0.0004405	 0.0003534	 0.0002835	 0.0002274	 0.0001824	 0.0001463	
  0.9724  	 0.7800  	 0.6257  	 0.5019  	 0.4026  	 0.3230  	 0.2591  	 0.2078  	 0.1667  	 0.1337  	 0.1073  	 0.08606 	 0.06903 	 0.05537 	 0.04442 	 0.03563 	 0.02858 	 0.02293 	 0.01839 	 0.01475 	 0.01184 	 0.009494	 0.007616	 0.006109	 0.004901	 0.003931	 0.003153	 0.002530	 0.002029	 0.001628	 0.001306	 0.001047	 0.0008402	 0.0006740	 0.0005407	 0.0004337	 0.0003479	 0.0002791	 0.0002239	 0.0001796	 0.0001441	
  0.9511  	 0.7629  	 0.6120  	 0.4909  	 0.3938  	 0.3159  	 0.2534  	 0.2033  	 0.1631  	 0.1308  	 0.1049  	 0.08417 	 0.06752 	 0.05416 	 0.04345 	 0.03485 	 0.02796 	 0.02243 	 0.01799 	 0.01443 	 0.01158 	 0.009286	 0.007449	 0.005975	 0.004793	 0.003845	 0.003084	 0.002474	 0.001985	 0.001592	 0.001277	 0.001024	 0.0008218	 0.0006592	 0.0005288	 0.0004242	 0.0003403	 0.0002730	 0.0002190	 0.0001756	 0.0001409	
  0.9239  	 0.7411  	 0.5945  	 0.4769  	 0.3825  	 0.3069  	 0.2462  	 0.1975  	 0.1584  	 0.1271  	 0.1019  	 0.08176 	 0.06559 	 0.05261 	 0.04220 	 0.03386 	 0.02716 	 0.02179 	 0.01748 	 0.01402 	 0.01125 	 0.009021	 0.007236	 0.005805	 0.004656	 0.003735	 0.002996	 0.002403	 0.001928	 0.001547	 0.001241	 0.0009952	 0.0007983	 0.0006404	 0.0005137	 0.0004121	 0.0003306	 0.0002652	 0.0002127	 0.0001706	 0.0001369	
  0.8910  	 0.7147  	 0.5733  	 0.4599  	 0.3689  	 0.2960  	 0.2374  	 0.1904  	 0.1528  	 0.1225  	 0.09830 	 0.07885 	 0.06325 	 0.05074 	 0.04070 	 0.03265 	 0.02619 	 0.02101 	 0.01685 	 0.01352 	 0.01085 	 0.008700	 0.006979	 0.005598	 0.004491	 0.003602	 0.002890	 0.002318	 0.001859	 0.001492	 0.001196	 0.0009598	 0.0007699	 0.0006176	 0.0004954	 0.0003974	 0.0003188	 0.0002557	 0.0002051	 0.0001646	 0.0001320	
  0.8526  	 0.6840  	 0.5487  	 0.4401  	 0.3531  	 0.2832  	 0.2272  	 0.1822  	 0.1462  	 0.1173  	 0.09407 	 0.07546 	 0.06053 	 0.04856 	 0.03895 	 0.03125 	 0.02506 	 0.02011 	 0.01613 	 0.01294 	 0.01038 	 0.008325	 0.006678	 0.005357	 0.004297	 0.003447	 0.002765	 0.002218	 0.001779	 0.001427	 0.001145	 0.0009185	 0.0007368	 0.0005910	 0.0004741	 0.0003803	 0.0003051	 0.0002447	 0.0001963	 0.0001575	 0.0001263	
